诗文ID,标题,原文
b24ec2f5cfac,读书有所见作,"人心如良苗，得养乃滋长。
苗以泉水灌，心以理义养。
一日不读书，胸臆无佳想。
一月不读书，耳目失精爽。"
04f7c4ccfa13,古人谈读书,知之为知之，不知为不知，是知也。敏而好学，不耻下问。默而识之，学而不厌，诲人不倦。我非生而知之者，好古，敏以求之者也。学如不及，犹恐失之。吾尝终日不食，终夜不寝，以思，无益，不如学也。　　余尝谓读书有三到，谓心到、眼到、口到。心不在此，则眼不看仔细，心眼既不专一，却只漫浪诵读，决不能记，记亦不能久也。三到之中，心到最急。心既到矣，眼口岂不到乎？
8074b3dafa95,读书要三到,凡读书，须要读得字字响亮，不可误一字，不可少一字，不可多一字，不可倒一字，不可牵强暗记，只是要多诵数遍，自然上口，久远不忘。古人云，“读书百遍，其义自见”。谓读得熟，则不待解说，自晓其义也。余尝谓：读书有三到，谓心到，眼到，口到。心不在此，则眼不看仔细，心眼既不专一，却只漫浪诵读，决不能记，记亦不能久也。三到之中，心到最急。心既到矣，眼口岂不到乎？
0b13effda1b9,绝句·书当快意读易尽,"书当快意读易尽，客有可人期不来。
世事相违每如此，好怀百岁几回开？"
0ff2c1abc208,摊破浣溪沙·菡萏香销翠叶残,"菡萏香销翠叶残，西风愁起绿波间。还与韶光共憔悴，不堪看。
细雨梦回鸡塞远，小楼吹彻玉笙寒。多少泪珠何限恨，倚阑干。"
197c5ff05fcb,清平乐·金风细细,"金风细细。叶叶梧桐坠。绿酒初尝人易醉。一枕小窗浓睡。 
紫薇朱槿花残。斜阳却照阑干。双燕欲归时节，银屏昨夜微寒。"
38eea8cb7c42,谢新恩·冉冉秋光留不住,"冉冉秋光留不住，满阶红叶暮。又是过重阳，台榭登临处，朱萸香坠。
紫菊气，飘庭户，晚烟笼细雨。雝雝新雁咽寒声，愁恨年年长相似。"
b8de18a714fd,点绛唇·新月娟娟,"新月娟娟，夜寒江静山衔斗。起来搔首，梅影横窗瘦。
好个霜天，闲却传杯手。君知否？乱鸦啼后，归兴浓于酒。"
14d0f7f4d914,拜星月慢·夜色催更,"夜色催更，清尘收露，小曲幽坊月暗。竹槛灯窗，识秋娘庭院。笑相遇，似觉琼枝玉树相倚，暖日明霞光烂。水眄兰情，总平生稀见。
画图中、旧识春风面。谁知道、自到瑶台畔。眷恋雨润云温，苦惊风吹散。念荒寒、寄宿无人馆。重门闭、败壁秋虫叹。怎奈何、一缕相思，隔溪山不断。"
f57362f88d46,天香·烟络横林,"烟络横林，山沉远照，迤逦黄昏钟鼓。烛映帘栊，蛩催机杼，共苦清秋风露。不眠思妇，齐应和、几声砧杵。惊动天涯倦宦，骎骎岁华行暮。
当年酒狂自负，谓东君、以春相付。流浪征骖北道，客樯南浦，幽恨无人晤语。赖明月、曾知旧游处。好伴云来，还将梦去。"
b4fa01825520,竹马子·登孤垒荒凉,"登孤垒荒凉，危亭旷望，静临烟渚。对雌霓挂雨，雄风拂槛，微收烦暑。渐觉一叶惊秋，残蝉噪晚，素商时序。览景想前欢，指神京，非雾非烟深处。
向此成追感，新愁易积，故人难聚。凭高尽日凝伫。赢得消魂无语。极目霁霭霏微，暝鸦零乱，萧索江城暮。南楼画角，又送残阳去。"
c0e31b8bf7b1,浣溪沙·荷芰风轻帘幕香,"荷芰风轻帘幕香，绣衣鸂鶒泳回塘，小屏闲掩旧潇湘。
恨入空帷鸾影独，泪凝双脸渚莲光，薄情年少悔思量。"
45eb9ff8539c,鹊踏枝·萧索清秋珠泪坠,"萧索清秋珠泪坠，枕簟微凉，展转浑无寐。残酒欲醒中夜起，月明如练天如水。
阶下寒声啼络纬，庭树金风，悄悄重门闭。可惜旧欢携手地，思量一夕成憔悴。"
1b064e2039a8,采桑子·辘轳金井梧桐晚,"辘轳金井梧桐晚，几树惊秋。昼雨新愁，百尺虾须在玉钩。
琼窗春断双蛾皱，回首边头。欲寄鳞游，九曲寒波不泝流。"
1299f53d68be,贺新郎·秋晓,"渺渺啼鸦了。亘鱼天，寒生峭屿，五湖秋晓。竹几一灯人做梦，嘶马谁行古道。起搔首、窥星多少。月有微黄篱无影，挂牵牛数朵青花小。秋太淡，添红枣。
愁痕倚赖西风扫。被西风、翻催鬓鬒，与秋俱老。旧院隔霜帘不卷，金粉屏边醉倒。计无此、中年怀抱。万里江南吹箫恨，恨参差白雁横天杪。烟未敛，楚山杳。"
d2ad0a13cbfe,谒金门·七月既望湖上雨后作,"凭画槛，雨洗秋浓人淡。隔水残霞明冉冉，小山三四点。
艇子几时同泛？待折荷花临鉴。日日绿盘疏粉艳，西风无处减。"
f8f84173d519,秋霁·江水苍苍,"江水苍苍，望倦柳愁荷，共感秋色。废阁先凉，古帘空暮，雁程最嫌风力。故园信息，爱渠入眼南山碧。念上国，谁是、脍鲈江汉未归客。
还又岁晚，瘦骨临风，夜闻秋声，吹动岑寂。露蛩悲，青灯冷屋，翻书愁上鬓毛白。年少俊游浑断得，但可怜处，无奈苒苒魂惊，采香南浦，剪梅烟驿。"
8de1d073626d,玉京秋·烟水阔,"长安独客，又见西风，素月丹枫凄然其为秋也，因调夹钟羽一解。烟水阔。高林弄残照，晚蜩凄切。碧碪度韵，银床飘叶。衣湿桐阴露冷，采凉花、时赋秋雪。叹轻别。一襟幽事，砌蛩能说。 
客思吟商还怯。怨歌长、琼壶暗缺。翠扇恩疏，红衣香褪，翻成消歇。玉骨西风，恨最恨、闲却新凉时节。楚箫咽。谁倚西楼淡月。"
9c90bca629bb,老树,"老树高留叶，寒藤细作花。
沙平时泊雁，野迥已攒鸦。
旅食秋看尽，行吟日又斜。
干戈正飘忽，不用苦思家。"
ee16df5673bc,将进酒,"君不见黄河之水天上来，奔流到海不复回。
君不见高堂明镜悲白发，朝如青丝暮成雪。
人生得意须尽欢，莫使金樽空对月。
天生我材必有用，千金散尽还复来。
烹羊宰牛且为乐，会须一饮三百杯。
岑夫子，丹丘生，将进酒，杯莫停。
与君歌一曲，请君为我倾耳听。
钟鼓馔玉不足贵，但愿长醉不愿醒。
古来圣贤皆寂寞，惟有饮者留其名。
陈王昔时宴平乐，斗酒十千恣欢谑。
主人何为言少钱，径须沽取对君酌。
五花马、千金裘，呼儿将出换美酒，与尔同销万古愁。"
4cac23b07849,赤壁赋,壬戌之秋，七月既望，苏子与客泛舟游于赤壁之下。清风徐来，水波不兴。举酒属客，诵明月之诗，歌窈窕之章。少焉，月出于东山之上，徘徊于斗牛之间。白露横江，水光接天。纵一苇之所如，凌万顷之茫然。浩浩乎如冯虚御风，而不知其所止；飘飘乎如遗世独立，羽化而登仙。　　于是饮酒乐甚，扣舷而歌之。歌曰：“桂棹兮兰桨，击空明兮溯流光。渺渺兮予怀，望美人兮天一方。”客有吹洞箫者，倚歌而和之。其声呜呜然，如怨如慕，如泣如诉；余音袅袅，不绝如缕。舞幽壑之潜蛟，泣孤舟之嫠妇。　　苏子愀然，正襟危坐而问客曰：“何为其然也？”客曰：“‘月明星稀，乌鹊南飞’，此非曹孟德之诗乎？西望夏口，东望武昌，山川相缪，郁乎苍苍，此非孟德之困于周郎者乎？方其破荆州，下江陵，顺流而东也，舳舻千里，旌旗蔽空，酾酒临江，横槊赋诗，固一世之雄也，而今安在哉？况吾与子渔樵于江渚之上，侣鱼虾而友麋鹿，驾一叶之扁舟，举匏樽以相属。寄蜉蝣于天地，渺沧海之一粟。哀吾生之须臾，羡长江之无穷。挟飞仙以遨游，抱明月而长终。知不可乎骤得，托遗响于悲风。”　　苏子曰：“客亦知夫水与月乎？逝者如斯，而未尝往也；盈虚者如彼，而卒莫消长也。盖将自其变者而观之，则天地曾不能以一瞬；自其不变者而观之，则物与我皆无尽也，而又何羡乎！且夫天地之间，物各有主，苟非吾之所有，虽一毫而莫取。惟江上之清风，与山间之明月，耳得之而为声，目遇之而成色，取之无禁，用之不竭。是造物者之无尽藏也，而吾与子之所共适。”　　客喜而笑，洗盏更酌。肴核既尽，杯盘狼籍。相与枕藉乎舟中，不知东方之既白。
870828ca8aaa,行路难·其一,"金樽清酒斗十千，玉盘珍羞直万钱。
停杯投箸不能食，拔剑四顾心茫然。
欲渡黄河冰塞川，将登太行雪满山。
闲来垂钓碧溪上，忽复乘舟梦日边。
行路难，行路难，多歧路，今安在？
长风破浪会有时，直挂云帆济沧海。"
202a800b9239,沁园春·雪,"北国风光，千里冰封，万里雪飘。
望长城内外，惟余莽莽；大河上下，顿失滔滔。
山舞银蛇，原驰蜡象，欲与天公试比高。
须晴日，看红装素裹，分外妖娆。
江山如此多娇，引无数英雄竞折腰。
惜秦皇汉武，略输文采；唐宗宋祖，稍逊风骚。
一代天骄，成吉思汗，只识弯弓射大雕。
俱往矣，数风流人物，还看今朝。"
5b90a9bb5230,饮酒·其五,"结庐在人境，而无车马喧。
问君何能尔？心远地自偏。
采菊东篱下，悠然见南山。
山气日夕佳，飞鸟相与还。
此中有真意，欲辨已忘言。"
efec283b31e0,望岳,"岱宗夫如何？齐鲁青未了。
造化钟神秀，阴阳割昏晓。
荡胸生曾云，决眦入归鸟。
会当凌绝顶，一览众山小。"
f6c40e3d4893,酬乐天扬州初逢席上见赠,"巴山楚水凄凉地，二十三年弃置身。
怀旧空吟闻笛赋，到乡翻似烂柯人。
沉舟侧畔千帆过，病树前头万木春。
今日听君歌一曲，暂凭杯酒长精神。"
284e20a25958,临江仙·滚滚长江东逝水,"滚滚长江东逝水，浪花淘尽英雄。是非成败转头空。青山依旧在，几度夕阳红。
白发渔樵江渚上，惯看秋月春风。一壶浊酒喜相逢。古今多少事，都付笑谈中。"
eda29e11ff49,浣溪沙·一曲新词酒一杯,"一曲新词酒一杯，去年天气旧亭台。夕阳西下几时回？
无可奈何花落去，似曾相识燕归来。小园香径独徘徊。"
f2f5469a6044,题西林壁,"横看成岭侧成峰，远近高低各不同。
不识庐山真面目，只缘身在此山中。"
a9a16104dd1b,浣溪沙·游蕲水清泉寺,"游蕲水清泉寺，寺临兰溪，溪水西流。山下兰芽短浸溪，松间沙路净无泥，萧萧暮雨子规啼。
谁道人生无再少？门前流水尚能西！休将白发唱黄鸡。"
d78b6331098e,龟虽寿,"神龟虽寿，犹有竟时；
腾蛇乘雾，终为土灰。
老骥伏枥，志在千里；
烈士暮年，壮心不已。
盈缩之期，不但在天；
养怡之福，可得永年。
幸甚至哉，歌以咏志。"
837510c0a7c4,把酒问月·故人贾淳令予问之,"青天有月来几时？我今停杯一问之。
人攀明月不可得，月行却与人相随。
皎如飞镜临丹阙，绿烟灭尽清辉发。
但见宵从海上来，宁知晓向云间没。
白兔捣药秋复春，嫦娥孤栖与谁邻？
今人不见古时月，今月曾经照古人。
古人今人若流水，共看明月皆如此。
唯愿当歌对酒时，月光长照金樽里。"
eafb4ea8a749,春宵,"春宵一刻值千金，花有清香月有阴。
歌管楼台声细细，秋千院落夜沉沉。"
c90ff9ea5a71,登鹳雀楼,"白日依山尽，黄河入海流。
欲穷千里目，更上一层楼。"
ff66d475ee44,生于忧患，死于安乐,舜发于畎亩之中，傅说举于版筑之间，胶鬲举于鱼盐之中，管夷吾举于士，孙叔敖举于海，百里奚举于市。故天将降大任于是人也，必先苦其心志，劳其筋骨，饿其体肤，空乏其身，行拂乱其所为，所以动心忍性，曾益其所不能。　　人恒过，然后能改；困于心，衡于虑，而后作；征于色，发于声，而后喻。入则无法家拂士，出则无敌国外患者，国恒亡。然后知生于忧患而死于安乐也。
183d69f50755,长歌行,"青青园中葵，朝露待日晞。
阳春布德泽，万物生光辉。
常恐秋节至，焜黄华叶衰。
百川东到海，何时复西归？
少壮不努力，老大徒伤悲！"
ba4626c44270,春日,"胜日寻芳泗水滨，无边光景一时新。
等闲识得东风面，万紫千红总是春。"
740f1087a38c,鱼我所欲也,鱼，我所欲也；熊掌，亦我所欲也。二者不可得兼，舍鱼而取熊掌者也。生，亦我所欲也；义，亦我所欲也。二者不可得兼，舍生而取义者也。生亦我所欲，所欲有甚于生者，故不为苟得也；死亦我所恶，所恶有甚于死者，故患有所不辟也。如使人之所欲莫甚于生，则凡可以得生者何不用也？使人之所恶莫甚于死者，则凡可以辟患者何不为也？由是则生而有不用也，由是则可以辟患而有不为也。是故所欲有甚于生者，所恶有甚于死者。非独贤者有是心也，人皆有之，贤者能勿丧耳。　　一箪食，一豆羹，得之则生，弗得则死。呼尔而与之，行道之人弗受；蹴尔而与之，乞人不屑也。万钟则不辩礼义而受之，万钟于我何加焉！为宫室之美、妻妾之奉、所识穷乏者得我与？乡为身死而不受，今为宫室之美为之；乡为身死而不受，今为妻妾之奉为之；乡为身死而不受，今为所识穷乏者得我而为之：是亦不可以已乎？此之谓失其本心。　
51c560529d2a,冬夜读书示子聿,"古人学问无遗力，少壮工夫老始成。
纸上得来终觉浅，绝知此事要躬行。"
4d795944b856,雨霖铃·寒蝉凄切,"寒蝉凄切，对长亭晚，骤雨初歇。都门帐饮无绪，留恋处，兰舟催发。执手相看泪眼，竟无语凝噎。念去去，千里烟波，暮霭沉沉楚天阔。
多情自古伤离别，更那堪，冷落清秋节！今宵酒醒何处？杨柳岸，晓风残月。此去经年，应是良辰好景虚设。便纵有千种风情，更与何人说？"
